,donor_code,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,552,566,576,611,613,701,732,742,764,801,811,820,901,905,906,909,913,914,915,918,921,923,928,932,940,944,948,951,958,959,963,964,966,967,971,974,976,978,988,990,1011,1012,1013,1015,1016,1019,1020,1023,1024,1025,1311,1312,1313,1601,1602,1603,1604,1605,1606,1607,1609,1610,1611,1612,1613,1614,1615,1616,1617,1618,1619,1620,1621,1622,1624,1625,1626,1627,1628
recipient_name,RecipientCode,Austria,Belgium,Denmark,France,Germany,Italy,Netherlands,Norway,Portugal,Sweden,Switzerland,United Kingdom,Finland,Iceland,Ireland,Luxembourg,Greece,Malta,Spain,Turkey,Slovenia,Croatia,Czech Republic,Slovak Republic,Liechtenstein,Bulgaria,Hungary,Poland,Romania,Estonia,Latvia,Lithuania,Russia,Nordic Development Fund,Canada,United States,Kuwait,Saudi Arabia,United Arab Emirates,Azerbaijan,Kazakhstan,Japan,Chinese Taipei,Korea,Thailand,Australia,Global Environment Facility,New Zealand,International Bank for Reconstruction and Development,International Development Association,Caribbean Development Bank,Inter-American Development Bank,African Development Bank,African Development Fund,Asian Development Bank,EU Institutions,Arab Fund (AFESD),UN Peacebuilding Fund,World Health Organisation,Food and Agriculture Organisation,International Labour Organisation,International Atomic Energy Agency,UNECE,OPEC Fund for International Development,IMF (Concessional Trust Funds),UNDP,UNICEF,UNRWA,WFP,UNHCR,UNAIDS,UNFPA,Islamic Development Bank,OSCE,IFAD,European Bank for Reconstruction and Development,Climate Investment Funds,Adaptation Fund,Council of Europe Development Bank,Development Bank of Latin America,Green Climate Fund,IDB Invest,Central Emergency Response Fund,World Tourism Organisation,Asian Infrastructure Investment Bank,Center of Excellence in Finance,Global Alliance for Vaccines and Immunization,Global Fund,Global Green Growth Institute,Bill & Melinda Gates Foundation,Dutch Postcode Lottery,Swedish Postcode Lottery,People's Postcode Lottery,MetLife Foundation,MasterCard Foundation,Grameen Crédit Agricole Foundation,Bernard van Leer Foundation,MAVA Foundation,Oak Foundation,H&M Foundation,C&A Foundation,Charity Projects Ltd (Comic Relief),Children's Investment Fund Foundation,Gatsby Charitable Foundation,Conrad N. Hilton Foundation,David & Lucile Packard Foundation,John D. & Catherine T. MacArthur Foundation,Carnegie Corporation of New York,Michael & Susan Dell Foundation,"Omidyar Network Fund, Inc.",William & Flora Hewlett Foundation,Arcus Foundation,Gordon and Betty Moore Foundation,Ford Foundation,Wellcome Trust
Guinea,243,0.0206192,4.90396295,1.22006,58.85626071,12.17772047,1.57533677,,0.120152,0.028034,0.0546001,1.706745218,0.5544939,0.2238753,,0.27199887,0.538024,,,5.693145447,1.52,,,0.0497121,,,,0.00953817,0.00423359,,,,,3.71536,,2.72443264,75.0992,6.40343,0.74999,5.62,,,30.07544047,,0.075474,0.0518755,0.0121389,2.1550584,,,61.4424635,,,,31.0359,,82.17527997,,1.630701,1.73693488,,0.45447,,,2.798,23.8621,5.76203074,10.5,,1.11553,,0.3507,3.27737975,27.8928,,6.204884,,,,,,,,,,,,13.31342,29.226509,,1.32469232,,,,,,,,0.79503,,,,0.019315,,,,,,,,,0.0436463,0.0313,,,
Guinea-Bissau,244,,,0.0658911,0.90643941,0.12493528,1.373963505,0.0448413,0.143141,10.63696222,0.0917281,0.807372939,0.0281056,,,0.241425612,,,,1.132707313,0.98,,,,,,,,0.00423359,,,,,,,0.1703438,10.69067,,,2.162,,,2.81737489,,0.036084,,0.006460267,0.45182103,,,17.3840707,,,,8.19892,,23.63881265,,1.737694,0.9342384,,0.33897,,,0.2,8.40235,3.61650567,3.515,,,,0.0065,,0.0385,,2.4795787,,,3.034,,,,,,,,,0.70996,13.19421,,0.100896772,,,,,0.20902,,,6.155362,,,,,,,,,,,,,,,,,
Guyana,446,,0,,0.24354084,0.0396446,0.00281817,,5.03719,,,,1.770438592,0.0878851,,,,,,,,,,,,,,0.000433553,,,,,,,,0.743497565,6.07139,,,,,,1.131132358,,0.092322,0.023395,0.164150545,1.0226903,0.15915829,,9.048847,11.00022,28.552786,,,,10.61645072,,,0.58034925,,0.48299,,,0.03215,,0.45044388,1.686,,,,0.5107,,0.02177,,,,,,,,,,,,,,0.213,2.748267,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,349,0.04121294,6.9374234,0.501786,37.42204069,16.94008335,2.21052929,0.0247049,10.9463203,0.0636276,2.501665,22.50279058,6.284225,0.058618,,1.25686489,0.85465337,,,7.207648266,0.52,,,,0.327,,,0.000433553,,,,,,,,90.366131,426.39906,1.22713,,1,,,15.3779091,,3.103164,,0.269874997,1.48743063,0,,65.24746514,8.47959,127.785105,,,,73.75626969,,,1.29373795,,0.37562,0.0932477,,0.25607,,3.30626718,10.352,,3.07914,,1.0988,1.98291273,,,4.867905,,0.7336178,,,,,0.16,,,,,4.70437,47.2265,,6.467749372,,,,,,0.02817,,,,,,0.0126771,,,,,,,,,,0.0666934,,0.235,
Honduras,351,0.98430355,1.61921471,1.13742,10.5804359,16.2717373,0.26904604,0.0563634,1.3335861,,3.149513301,16.45810876,0.6116809,1.3282502,,1.2724049,0.1361727,,,21.83705033,0.0817089,,,0.00823962,,,,,0.00423359,,,,,,,17.69671432,120.45715,,0.74209,0.006,,,9.481795774,,24.660276,0.0055014,0.003540499,2.99368184,0.0433423,,23.88349732,,175.860818,,,,67.99458583,,,0.46465572,,0.49252,0.557795,,14.15133,,0.31742526,1.235,,4.67222,,0.2441,0.76027523,,,2.47238,,0,0.9411232,,,,16,,,,,0.28828,7.08589,,3.075169272,,,,,,,,,,,,,,,,0.025,,,,,,0,,2.6235,
India,645,67.82071598,2.4797905,6.7299482,214.7850385,1239.536919,11.50390368,0.41271887,18.39819667,0.37171366,5.36897702,13.28687613,118.3295325,1.598347914,,1.917555106,2.143691161,0.00498253,0.0147181,5.206837773,2.1,0.000527505,,0.00513138,0.02496,,,1.23857184,1.2678049,0.0158884,,,0.064615,0.4598,,5.668332376,152.7095,0.424559,,1.334,,,2376.103512,,438.690114,0.0654626,11.75043468,7.73846138,0.2110272,1057.444011,1279.867162,,,,,2445.854303,470.1333246,,,5.59305688,,1.07104,,,,,5.55868706,64.828,,,2.38331,0.9508,4.50213819,0.18658,,40.3090287,,67.25471865,,,,,,,,1.2225,,144.19932,3.49122,0.197193,288.1972634,2.7674398,,,0.25957,,,0.57800362,0.126942,6.545037,0.6446003,10.4507795,0.19588131,22.19821552,,1,10.3812184,6.7958,,21.0223501,7.708346,10.5133327,0.2516934,,13.111723,3.1892827
Indonesia,738,0.91594145,2.24566712,14.08978167,347.5006314,332.8123506,0.57536246,17.77769127,33.7860972,0.039821933,2.4233902,18.48808097,32.76711957,5.24295704,,0.00958178,0.0695543,,,0.11422805,3.86,,,0.0211002,,,,0.8167051,0.28338633,0.00199299,,,0.00559125,,,19.84938113,505.47052,,0.11385,0.215,,,520.5917688,,214.785597,0.425567,239.1958691,7.7338023,12.577807,1049.226665,-0.00659616,,,,,968.1499229,26.35218202,,,3.07006853,,0.84758,0.284049,,,,1.28001768,6.097,,,,0.3221,1.85640396,186.9988,,15.749713,,43.270846,,,,,,,,23.82675,,35.29041,281.81472,,10.76837684,,,,,,2.987803,,0.1,,0.468,0.5940729,,0.25,,0.3,11.62464416,3.575,,,,0.0296667,1.368237,,19.609763,
Iran,540,11.11251541,0.00328035,0.6558754,10.27530867,70.67311704,0.2628749,0.702319,2.538996,0.04435353,0.769977101,0.440064446,2.087634,,,,,0.0353399,,0.788584365,4.23,,,0.0213805,,,,0.831099,0.66339474,0.112273,,,,,,0.16110043,0.477,,,0.031,,,29.50806204,,0.47701,0.169361,0.027458009,1.1772675,,0,,,,,,,15.9647158,,,1.63472051,,0.11651,0.303438,,,,0.31199819,1.249,,0.08704,,0.3726,0.78131775,156.49135,,,,,,,,,,,,,,,5.23149,,0.0400251,,,,,,,,,0.88,,,,,,,,,,,,,,,,
Iraq,543,10.33760521,10.98327111,44.87342638,446.2217697,534.2776006,128.1513727,30.430234,51.52668294,0.00164919,34.45511813,12.00275069,106.6690323,5.136845,,2.3299252,1.51064,0.0160523,0.00526885,4.6770572,8.27,0.0338181,,2.4760304,0.44392,,0.2,0.69326645,2.82986677,0.0802919,0.1972717,,0.0450907,1.58797,,67.58255175,483.55969,17.54919,0.16958,390.093,,,370.0028907,,17.317688,,8.02910319,0.4710644,2.2616194,129.38222,0,,,,,,188.2440067,,,2.81593756,,0.4257,0.425003,,,,1.45361581,4.128,,10.62974,,,1.16527428,,,,,,,,,,,10,,,,,2.42516,,1.905398972,,,,,,,,,,,,,,,,,0,,,,,0.035,,,
Jamaica,354,0.01697322,0.50745904,0.0263564,15.6600727,0.32946747,0,,0.00604522,,0.110565,,10.0950068,,,,,,,0.27024209,0.0157597,,,,,,,0.000433553,,,,,,,,3.141630471,32.39391,,,0.5,,,5.77545814,,0.207146,0.0325129,0.625044159,0.872736,0.1861584,98.7836989,,10.18641,36.002565,,,,19.16509615,,,0.609710215,,0.11102,0.384252,,1.53174,,0.3866941,0.965,,,,0.8839,,,,,,2.620447,,,,,48.214713,,,,,,5.20403,,,,,,,,,,,0.1216456,,,0.34831688,,,,,,,,,,0.0666934,,,
Jordan,549,4.57071321,4.756455782,6.86537795,209.3057449,332.1356702,16.20980922,28.6518685,30.93491008,,11.2524155,21.40906929,78.57638903,8.84749357,0.303792,2.01297327,0.63672944,0.05979035,,3.249259478,4.19,0.1764176,,4.31922928,0.18035,,,2.47180127,1.56204437,0.35748524,,,0.002006538,1.66667,,87.66611659,902.63834,160.991598,2.32047,467.624,,,272.4608708,,24.405757,0.0680287,15.51318808,1.313309,0.204633,98.447226,8.391119,,,,,,228.8188498,52.35863344,,0.62057426,,0.79323,0.453647,,4.27591,,0.37758467,3.426,218.5567,1.11709,,,0.54723907,0.1999,,0.72521,213.784473,,,,,,,,,,,,,0.676656,2.1377721,,,,,,,1.0967515,0.37044,,,,0.0613134,,,,,0,,,,,,,0.56,
Kazakhstan,613,2.60168138,,0.0130942,4.293919416,18.04312514,0.04327468,0.46044768,0.0906783,0.00500169,0.130689,,1.548442057,,,,0.0442259,0.00498253,,0.110813144,20.38,0.111307389,,0.02760874,0.00789,,,0.6272745,1.70779516,0.0354477,,0.0177094,0.03012064,0.48,,0.157731,20.18445,0.0886764,,1.179,,,1.632839694,,1.878735,0.0105485,,5.7310188,,110.5706261,,,,,,113.5168542,12.06567465,,,0.41707146,,0.07273,0.35793,0.6119,,,0.1526741,1.273,,,1.38901,0.6483,0.49440096,0.03735,2.184985,,566.1763067,,,,,,,,,,,,7.859918,,,,,,,,5.670621,,,,,,,,,,,,,,,,,,,
Kenya,248,6.711067664,25.45765602,51.29415774,103.5228284,125.2060617,13.86849312,22.09577614,13.00727251,0.045706261,63.37669954,12.24093061,199.2483791,16.34855947,0.07489,7.59514812,0.24052551,0.00995378,0.0121496,0.604898133,1.97,0.0304363,0.00374613,0.0635864,1.47745,,,0.2028987,1.8697125,0.00668517,0.02705444,,,1,0.198224,33.11687441,869.98289,4.273709,,4.632,,,162.6857971,,11.516715,0.171204,7.659227818,2.3099092,1.64914,,576.7273393,,,74.24421,199.0184,,182.336017,,,2.25899435,,0.36868,0.473938,,29.64691,,4.03950524,16.243,,7.92543,3.63641,1.4984,3.05700819,3.29342,,24.942292,,3.27299,,,,,,10.32927,,,,32.28821,168.62674,,47.95503424,,,,,12.775,0.669331,,,,,0.101493,3.20024281,16.2099052,1.2001008,2.661472,1.291667,0.467,,,,3.7381024,0.257,,10.5997,3.622799
Kiribati,836,,,,,0.0608725,,,,,0.028431,,0.02328443,,,,,,,,,,,,,,,,,,,,,0.0131346,,0.0282754,,,,0.199,,,6.873140014,,0.532556,0.0160146,20.6663045,,12.6047999,,13.44778962,,,,,19.0909916,2.48930474,,,0.38277126,,0.21595,,,,,0.0000337,,,,,,,,,0.637926,,,,,,,,,,,,,,0.179701,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,57,8.186123232,0.036857125,1.8346826,2.197672856,50.92699832,1.153894269,0.0168978,6.20339869,0.0923718,15.47784623,24.06691091,4.1868072,1.631377432,,0.137211,8.629341829,,,0.000516046,10.67,1.790013422,0.038401,1.05618953,0.11986,,,0.10358228,0.84846235,,0.0124,,,,,0,50.2769,0.329652,,0.974,,,3.075259186,,,,0.00657521,0.202112,,0,9.85300195,,,,,,171.7569828,,,0.2719848,,,,,,,0.06199568,1.155,,,3.28811,,0.29133358,0.11005,17.93124,,23.497121,,,,,,,,,,0.049318,,1.29311,,,,,,,,,,,0.1601066,,,,,,,,,,,,,,,,
Kyrgyzstan,614,0.42375089,0.000789088,0.644113,0.73027771,35.08008934,0.04182987,0.058618,0.7858782,,0.0513424,26.16836652,4.58067515,0.949229623,,,,0.00498253,,0.18875891,18.16,0.002094433,,0.13012413,0.01229,,,0.04138143,0.13295581,0.0088936,0.16232634,0.00789088,0.000834179,129.811,,0.32871007,52.5022,1.338088,,1.313,,0.284889,28.95260168,,12.02002,0.0314834,0.1450686,1.768084,,,40.7399172,,,,,79.46233402,31.86774618,,1.471752,0.66638448,,0.08548,0.170567,0.07685,0.3546,26.3828,2.23794822,1.274,,0.00965,0.80594,0.0069,0.68030765,13.20201,6.037955,8.61387,23.84975972,,,,,,,,,,,3.93261,10.6016,,0.006896372,,,,,,1.625351,,,,,,,,,,,,,,,,,,,
Lao People's Democratic Republic,745,2.37717902,0.40276532,1.72546,11.08987026,25.2953007,,,3.2819297,,0.117,24.82197628,0.84539848,1.55066113,,0.563634,19.26134981,,,,,,,0.03785306,,,,2.38050008,,,,,,0.168465,0.298117,0.95834765,44.64957,7.35154,,1.614,,,77.39171136,,56.204856,31.84498,23.82938067,3.35552812,6.1524795,,100.143679,,,,,88.56225895,29.81057767,,,1.85607614,,0.40005,0.309638,,,,2.19530196,2.691,,0.68442,,0.0684,1.04572786,,,3.49798,,4.28932,,,,,,,,,,4.24764,7.036701,0.657177,1.378394372,,,,,,,,,,,,0.080479,,,,,0.325,,,,,,,,
Lebanon,555,1.78201657,4.85510084,13.814265,55.96840576,192.5816073,38.65146522,28.27500629,63.49414516,0.00229963,9.12856091,20.57430698,150.0185178,1.84815059,1.142283,4.63609758,0.76899732,0.1108105,0.00282606,10.75351468,1.97,0.0507271,,0.79237626,0.18884,,,0.165297,4.9027936,0.306668,,,0.00554616,,,69.00777045,203.82311,35.967436,0.5,7.88,,,19.58741475,,2.072712,0.0056489,13.79548271,0.7553687,,176.3566275,25.46911,,,,,,252.5241267,145.9010473,,0.52293838,,0.78676,0.0880397,,,,0.1816696,1.902,112.6439,2.75205,12.4456,,0.54045963,34.78087,,0.377762,,,,,,,,,,,,,,,0.7215722,,,,0.03605,,,1.01277,1.9506994,0.248484,,,,,,0.5,,0,,,,,0.085,,1.984,
Lesotho,249,0.3225195,,0.114251,0.204418405,1.20177203,0.02663967,,0.23171251,,0.171015,0.656204894,0.46115876,0.104836,0.0547463,0.00100638,,,,0,0.66,,,,0.04544,,,,,,,,,,,0.05282955,73.52262,,,1.712,,,1.643695428,,0.09644,0.0540377,1.392237133,1.171638,0.0810004,,31.83080099,,,,6.8679,,9.953864,,,1.24602337,,0.57994,0.226344,,5.18371,,1.13426031,2.246,,1.23494,,0.5591,0.67836793,,,2.82572,,,,,,,,,,,,0.97807,25.8081,,0.090530572,,,,,0.27082,,,,,,,,,,,,,,,,,0.0166,,,
Liberia,251,,0.000450907,2.392565645,0.084921606,33.07199934,0.439635,,22.95666691,,25.05720823,0.13258858,4.0426334,0.785906396,,4.425732638,,,,0.34341973,0.6,,,,,,,0.00130066,,,,,,,,3.46148118,303.18338,0.469985,,0.289,,,25.47294561,,183.582126,0.0874178,1.14389705,1.7421556,,,56.79395054,,,0.03699,33.89436,,44.53918692,,3.011098,2.29173088,,0.71302,,,,20.4707,6.99690196,5.304,,2.73351,,0.4228,1.78310784,1.3119,,2.2342235,,0.343795,,,,,,,,,,8.4935,24.94248,,1.92346796,1.690904,,,,0.8081,,,,,,,1.91992786,,,,,,,,,,0.374684,,0.05625,
Libya,133,1.96861865,0.1014541,4.8381134,5.063544477,172.0673941,60.3717292,6.6052492,2.53899,,4.3136669,5.286613664,18.99062107,0.339208,,0.1631477,1.1498,,0.280534,0.362657046,2.85,,,1.240088,,,,0.0186428,2.67222207,0.0210684,0.124,,,,,4.44859503,44.63962,,,14.609,,,2.63788,,1.5,0.00282,0.0114951,,,,,,,,,,64.5346654,,1.007596,0.41624671,,0.06024,0.20142,,,,0.1133647,1.05,,1.75777,,,0.78799915,0.01203,,,,,,,,,,6.355623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,252,0.03624162,2.3960093,0.41308,57.47140111,41.50687251,3.338275448,,10.06146486,,2.150171,6.783902038,2.78899653,0.2092211,,0.0291713,0.27150969,,,0.072635557,1.21,0.0338181,,,0.02254,,,0.008397823,0.02765709,0.03240236,,,,8.89159,,2.390610256,89.40083,,,0.282,,,13.87635165,,19.561053,0.212331,0.675883101,2.2572742,,,204.5690157,,,0.00253,60.06027,,76.10774139,,3.30869,1.47369947,,0.75652,0.153669,,33.16737,129.51,6.62899117,13.043,,2.52196,,0.2775,3.73903746,,,13.013683,,,,,,,,10.960425,,,,13.33648,21.519877,,0.848444372,,,,,1.99997,,,,,,,0.022243851,,,,,0.85,,,,,,,,
Malawi,253,0.07137943,8.8096384,4.777331471,0.302474244,67.37870697,1.19489582,,58.85785966,,3.01182,0.64739721,115.4585663,0.9928514,3.8120089,22.76250469,0.1988292,,,0.05082637,0.51,,,,,,,0.000433553,,,,,,,,8.936697789,449.92462,4.29263,,0.728,,,41.1045288,,5.72607,0.081701,4.073959826,3.870658,0.1989484,,328.3280798,,,0.03129,55.47962,,112.6305962,,,0.92449351,,0.82427,0.30877,,16.6968,27.0373,8.03777858,11.832,,4.30722,5.61573,0.8551,1.84472076,,,9.051877,,,,,,,,,,,,10.06951,172.055357,,16.66408889,2.2489,,,,6.69853,,,,,,,2.37087205,3.165388,,1.4468,,0,,,,0.525,0.07,,0.0875,
Malaysia,751,0.05297514,,0.16463689,5.731707684,12.98900626,0.00632849,,0.3366806,0.0135272,0.790031,0.00136184,16.92794834,,,,,,,0.0218241,1.27,,,,,,,0.00563619,0.00846718,,,,0.00134145,,,0.16496842,3.81268,,,0.013,,,34.39320345,,46.146862,0.121666,3.643558471,6.21828466,0.243712,,,,,,,0,1.3820987,,,0.7420781,,0.22528,0.33153,,,,0.24418053,1.061,,,5.58654,,0.38500001,0.13552,,,,,,,,,,,,,,,0.591357,,0.036465,,,,1.4472,,,,,0.12,,,,,,,0.75714286,,,,,,0.17,,,
Maldives,655,0.05502311,0,,0.44324005,0.0353536,1.222438,,,,0.028431,,0.2952272,,,,,,,,0.09,,,,,,,0.000433553,,,,,0.00102581,,,0.0123931,0.07937,2.53058,0.11385,7.436,,,5.546008724,,0.084703,0.0776658,1.17379067,0.1424526,0.02344746,,8.095007,,,,,12.37599606,1.8449509,,,1.91003218,,0.07601,,,10.15209,,0.35438952,0.938,,,,,0.24888083,12.1164,,0.812686,,1.138183,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04125,,,,,,,,,
Mali,255,0.883113994,13.63507212,34.10780382,108.2428295,74.14699786,1.3951981,37.6847598,21.7048957,0.0878875,39.38930045,32.7922437,3.44851526,0.35442351,,0.38226276,18.84443338,,,10.61754177,1.74,,,0.06066924,,,,0.004397467,0.00506417,,,,0.0436028,,,94.50873138,218.89071,2.667777,,16.569,,,19.99372169,,12.112724,0.0154275,0.05467851,5.45403666,,,193.6593181,,,17.2721,86.32046,,210.4387451,,3.533952,1.5908644,,0.37183,0.251539,,27.36905,43.8835,4.60407213,19.335,,2.29916,,0.6525,2.714583,35.77487,,14.33789,,1.2616323,,,,,,6.905828,,,,18.99153,44.21638,,6.029366972,,,,,0.86149,0.788759,,,,,,0.6692802,,,2.7359,,,,,,1.0875,,,,
Marshall Islands,859,,,,,0.3650478,,,,,,,0.3076972,,,,,,,,,,,,,,,,,,,,,0.0131346,,0.0236179,56.53437,,,,,,4.693670428,,99.82543,,9.580090133,,0.2572119,,1.029761,,,,,1.529838,,,,0.148434626,,0.17523,0.0694397,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mauritania,256,,0.159882,0.210852,26.99846648,18.65247557,2.00404292,0.0399949,,0.0214384,,0.301937281,0.084511,0.1464843,,0.3700729,,,,5.7937724,1.16,,,,,,,0.000433553,,,,,,,,0.9924278,10.42262,17.223729,0.54927,2.473,,,12.72619602,,,0.003587,0.105755,0.08066365,,,53.4301422,,,13.97797,13.89686,,30.18511366,107.0710576,,0.80736163,,0.41754,0.662597,,9.86842,22.9609,1.65000152,2.969,,3.95764,8.84231,0.1258,1.16088574,24.78828,,5.42379,,,,,,,,,,,,6.27845,5.381511,,0.041196372,,,,,,,,2.4074856,,,,0.125502,,,,,,,,,,,,,
Mauritius,257,0.00997633,,0.00530158,32.56892103,0.7138474,0.0108391,,0,,0.50117,,0.406685901,,,,,,,0.0157945,0.25,,0.00514989,,,,,0.0108388,,0.0160772,,,,,,0.2278122,0.011,,,0.032,,,2.566335482,,0.029186,0.0332297,2.941007681,4.79136758,0.069632,0,,,,55.39061,,,5.893230647,,,0.8942973,,0.21123,0.30496,,,,0.49698227,,,,,,0.08841867,,,,,,,,,,,,,,,,2.19252,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mexico,358,2.45610906,0.05598804,2.282379,237.6690375,317.4575587,0.474516915,0.1362631,,0.094212552,0.28419301,1.86503398,17.11513341,0.26410865,,0.03381804,0.00522539,0.02333338,0.016909,4.772485338,0.545986,,,0.0209642,,,,0.119849,0.03719107,0.036200602,,0.0112501,0.00510653,,,3.917632502,197.37253,,,0.917,,,12.06633693,,114.389127,0.19649,0.755306772,7.17036662,0.2849223,506.6654422,,,1644.092486,,,,104.5400621,,,1.40353701,,2.0563,0.431282,,,,0.1988321,1.61,,,,,0.86550084,,,3.4717542,,15.11234407,,,,,129.5912902,,,,,,,0.386795,1.3799913,,,,1.913228,,,,,1.68506,,1.2309559,,1.066005,,0.75,4.27493059,9.538,,,0.425,6.667411,,,3.2776564,0.75082733
Micronesia,860,,,,0,,,,,,,,0.00588205,,,,,,,,,,,,,,,,,,,,,,,0.0236179,69.73286,,,,,,5.147220488,,0.657579,,13.62849587,,0.3531333,,5.2013848,,,,,3.118383,2.0556727,,,0.50586172,,,,,,,,,,,,,,,,,,,1.248486,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.193,,,,,,,,,
"Middle East, regional",589,0.0171345,,126.5861542,0.48802798,103.3050527,0.2913776,25.2587446,57.8818679,0.000563634,66.0262413,11.83013626,83.19828899,8.07007311,,0.7221469,,,,0.234420303,8.77266,,,,,,,,56.585903,,0.314508,,0.0391952,,,6.373841751,40.52177,,,,,,80.53801109,,1.26963,,21.896106,,,,,,,,,,24.95062231,8.0501071,,28.7130305,,6.19474,,,0.60995,,1.93248946,3.097,,,0.38247,,2.86447054,,,,,,,,,,,,0.412468,,,,7.226362,,15.627797,1.12727,,,,,,,,,,,,,,,,,2.7965,,,,0.19124,,7.1438712,
Moldova,93,3.662711034,0.0353512,0.7233245,3.67596438,12.95559718,0.28599342,0.30551132,3.04221601,0.00338181,14.2169054,15.99432736,0.27807529,1.08348841,,,0.033126,0.049656171,,0.1238113,5.28,0.033975918,,4.732597757,0.91064,,0.05,0.142190447,2.102498776,24.21159571,0.93563272,0.09538949,0.16175179,,,0.0867885,30.45303,,,,,,5.52611281,,0.2613882,0.0029793,,0.2149367,,19.076669,20.7018375,,,,,,149.7367588,,,0.64211964,,0.21444,0.565134,0.00133,,14.4199,0.48066562,1.208,,,,0.0634,0.41122155,,2.205502,3.4204691,21.27751611,,,7.59107,,,,,,,0.049318,0.45825,10.818314,,2.368406,,,,,,,,,1.18,,,,,,,,0,,,,,,,,
Mongolia,753,3.99770385,,0.319258,2.496997554,23.04799379,0.04938225,,0.499537,,0.00947701,18.84974416,0.577746356,0.48735147,,,2.97395398,,,0.109596,5.96072,,,1.46270306,0.03168,,0.04,0.90686124,0.17992917,0.019995944,,,0.0433547,1.16354,,4.924837667,16.65093,0.61223,,0.039,,0.0229048,516.731838,,25.598284,0.295309,8.049557602,1.7394012,0.081711,,139.8033231,,,,,278.9133465,13.8406786,,,1.47489744,,1.22608,0.589415,,0.0337,,0.68067676,0.984,,,,0,0.78433906,,,1.56833,68.729853,0.524875,,,,,,1.107613,,,,0.0017,4.50354,0.957089,0.279978372,,,,,,,,0.896549,,,,,,,,,,,,,0.0296667,,,,
Montenegro,65,1.13874228,0.08286439,0.0441083,0.688422371,13.80258952,0.13547948,,0.77767065,,0.049959,0.83165774,1.33578525,,,0.0214181,0.0552069,0.02372901,,0,5.05635,1.399183179,0.0178136,0.06573957,0.01484,,,0.16185184,0.019919569,,,,0.00167963,,,0.0105829,1.89889,0.0925663,,14.613,,,0.159900114,,0.028281,0.0039882,,1.630981,,3.9188849,0,,,,,,123.0312012,,,0.29689399,,0.19556,0.396133,,,,0.13686487,0.845,,,1.50324,,,,1.979821,,50.33361209,,,12.23649634,,,,,,,0.049318,,,,,,,,,,0.112727,,0.8794933,,,,,,,,,,,,,,,,,
Montserrat,385,,,,,,,,,,,,36.08034515,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.88338,,,,,0.0324541,,,,,0.08344,,,,,0.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,136,0.3762349,18.40806255,2.391956,537.6921004,459.3416916,3.523162571,1.09784982,,5.01088223,0.268632101,8.799871488,7.346007426,0.207280595,,0.0131507,0.0965494,0.00338181,,30.72374792,2.02748,0.016909,,0.0769708,,,,0.314370362,0.0168888,0.0736416,,,0.00359599,,,7.876535113,51.8667,185.64234,,469.516,,,158.4387751,,6.914083,0.0466543,0.00557131,2.2937995,,676.4911159,,,,581.85964,,,727.6956075,126.5600628,,0.69999045,,0.37115,0.479236,,34.98031,,0.36020928,1.843,,,4.00984,0.4856,0.7288944,78.18994,,5.748164,140.901039,3.07821,,,,,,,,,,,7.456532,,,,,,,0.67068,,,2.1645789,,,,,,,,,,,,,,0.0495,,,
Mozambique,259,4.646361194,19.0400025,47.29226112,16.97122897,64.28342311,22.42383445,35.0699813,37.48990856,45.63450937,59.28839634,26.59758014,74.65006181,17.10666572,3.081676,29.66931467,,,,14.25034989,0.73,,,0.02681056,,,,0.00173421,0.0127008,,,,,7.9962,0.6208325,39.58524292,507.54786,2.376691,,0.931,,,149.5218735,,36.638674,0.242754,9.840711271,0.7258623,0.0760267,,232.6249885,,,0.03837,53.7171,,93.94569252,,,1.11264937,,0.42364,0.623301,,5.58752,,6.33187442,18.117,,2.82884,3.08066,1.0587,3.0154899,4.76587,,15.35557,,23.110476,,,,,,2.000095,,,,37.38057,163.30024,0.53719,11.39229179,,0.702,,,1.56293,,,,2.195744,,,2.03800398,,1.99588,1.4918,,0.1,,,,0.0296667,,,,
