,,1,2,3,4,5,6,7,8,9,10,11,12,18,20,21,22,30,40,45,50,55,61,62,68,69,70,72,75,76,77,82,83,84,87,104,301,302,546,552,561,566,576,611,613,701,732,742,764,801,811,820,901,903,905,906,909,913,914,915,918,921,923,928,932,940,944,951,953,958,959,963,964,966,967,971,974,976,978,988,990,1011,1012,1013,1015,1016,1019,1020,1023,1024,1025,1037,1038,1311,1312,1313,1601,1602,1603,1604,1605,1606,1607,1608,1609,1610,1611,1612,1613,1614,1615,1616,1617,1619,1620,1621,1622,1623,1624,1625,1626,1627,1628,1630,1631,1632,1633,1634,1635,1636,1637,1638,1639,(blank)
RecipientName,RecipientCode,Austria,Belgium,Denmark,France,Germany,Italy,Netherlands,Norway,Portugal,Sweden,Switzerland,United Kingdom,Finland,Iceland,Ireland,Luxembourg,Cyprus,Greece,Malta,Spain,Turkey,Slovenia,Croatia,Czech Republic,Slovak Republic,Liechtenstein,Bulgaria,Hungary,Poland,Romania,Estonia,Latvia,Lithuania,Russia,Nordic Development Fund,Canada,United States,Israel,Kuwait,Qatar,Saudi Arabia,United Arab Emirates,Azerbaijan,Kazakhstan,Japan,Chinese Taipei,Korea,Thailand,Australia,Global Environment Facility,New Zealand,International Bank for Reconstruction and Development,International Finance Corporation,International Development Association,Caribbean Development Bank,Inter-American Development Bank,African Development Bank,African Development Fund,Asian Development Bank,EU Institutions,Arab Fund (AFESD),UN Peacebuilding Fund,World Health Organisation,Food and Agriculture Organisation,International Labour Organisation,International Atomic Energy Agency,OPEC Fund for International Development,Arab Bank for Economic Development in Africa,IMF (Concessional Trust Funds),UNDP,UNICEF,UNRWA,WFP,UNHCR,UNAIDS,UNFPA,Islamic Development Bank,OSCE,IFAD,European Bank for Reconstruction and Development,Climate Investment Funds,Adaptation Fund,Council of Europe Development Bank,Development Bank of Latin America,Green Climate Fund,IDB Invest,Central Emergency Response Fund,World Tourism Organisation,Asian Infrastructure Investment Bank,Center of Excellence in Finance,International Investment Bank,UN Institute for Disarmament Research,Global Alliance for Vaccines and Immunization,Global Fund,Global Green Growth Institute,Bill & Melinda Gates Foundation,Dutch Postcode Lottery,Swedish Postcode Lottery,People's Postcode Lottery,MetLife Foundation,MasterCard Foundation,Grameen Crédit Agricole Foundation,IKEA Foundation,Bernard van Leer Foundation,MAVA Foundation,Oak Foundation,H&M Foundation,Laudes Foundation,Charity Projects Ltd (Comic Relief),Children's Investment Fund Foundation,Gatsby Charitable Foundation,Conrad N. Hilton Foundation,John D. & Catherine T. MacArthur Foundation,Carnegie Corporation of New York,Michael & Susan Dell Foundation,"Omidyar Network Fund, Inc.",Rockefeller Foundation,William & Flora Hewlett Foundation,Arcus Foundation,Gordon and Betty Moore Foundation,Ford Foundation,Wellcome Trust,World Diabetes Foundation,McKnight Foundation,Citi Foundation,LEGO Foundation,Norwegian Postcode Lottery,BBVA Microfinance Foundation,Jacobs Foundation,Arcadia Fund,Margaret A. Cargill Foundation,La Caixa Banking Foundation,
"Europe, regional",89,18.85684629,0.0105877,1.1387605,4.352933749,100.807816,11.60861079,14.51136,19.4025652,0.0460215,46.75856895,15.88630181,96.7416798,2.676575869,,0.1567021,0.44287,,0.000885906,,11.69216037,136.4622233,0.40066024,0.03675514,1.38956253,0.05854,,0.22,,5.798342684,0.0406718,1.57729711,,0.288794032,,,30.23328666,51.632407,,,,,,,,0.6306727,,,,,5.7219746,,,,,,,,,,590.1190151,,,26.60050963,3.52746782,0.05468,6.618869,,,,0.99138,22.42,,,1.3255178,,6.149453052,,,,,,3.1604,,,,,,0.242024,,,,,,,,0.07498,,,,0.977,,,0.102349,,0.3030348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Far East Asia, regional",789,2.20029689,1.61757767,0.00209755,0.629038,17.08620152,0.0030225,0.273621,1.192957,,,10.01361131,3.812415823,0.1117888,,,1.373427,,,,0.006942081,0.4708561,,,,,,,,0.0125016,,,,,,,7.327551071,48.821996,,,,,,,,6.683888546,,,,6.605474894,0.014137,3.6831182,,,,,,,,90.68576624,10.5681759,,,24.81747709,,0.44293,7.89514,,,,,11.165,,,3.853887,,,,,,,,,,,,,,,,,,,,86.325539,,8.537106,,,,,,,0.102349,,,,,,0.0126385,7.82311,,,0.125,0.25,,,0.2,0.5,0.570672,,0.07,8.0893503,,1.13,2.14,,,,,,0.453333,0.656236,
Fiji,832,0.00247677,,,0.35969244,1.72054245,,,,,0.108774,0.0740994,4.7153867,,0.0148465,,,,,,,,,,,,,,0.0131716,,,,,,,,0.369472188,2.828072,0.03992,,,0.04,,,,11.60678631,,6.3483,0.180522,42.74881756,2.05354123,14.8136242,3.1057073,,0,,,,,14.839462,11.65912165,,,1.11024027,0.25066519,0.47618,0.1989792,,,,1.26938,20.676,,,,0.18689057,,,,0.121024,,,,,,17.135538,,,,,,,,,,0.36826404,0.100027,,,,,,,,,,,,,,,,,0.214,,,,,,,,,,,,,,,,,,,,
Gabon,239,0.174887,,,142.4760959,0.64591852,0.41037813,,0.216891,0.488278,,0.004125582,1.7093605,,,,,,,,0.581100398,0.107542,,,0.00919031,,,,0.000818922,0.00416721,0.000401114,,,,,,0.4308004,0.309741,,,,,,,,5.578972814,,0.356734,,,0.00149106,,225.1561882,,,,,160.0582422,0,,3.06462975,,,1.10964689,0.14009046,0.22886,0.1121853,,,,0.64755,1.595,,,0.6448029,0.53790743,1.095808632,0.203521,,0,,,,,,0.028721,,,,,,,,,0.512644,,0.02,2.2165,,,,,,,,,,,,,,,,,,,,,,,,,0.0310107,,,0.0714286,,,,,,,,
Gambia,240,0.11990365,0.0751752,0.296859,2.94770747,1.57490874,0.078757952,0.00982668,0.24129,0.0616042,0.96828807,0.11833376,22.11469476,0.314055617,,0.283597,,,,,1.33093117,1.4658873,0.0218292,0.00472,0.01649206,,,,0.01783048,0.008751141,,,,,,,0.243309608,5.586717,0.00756,12.274273,0.0059835,22.065217,3.4490852,,,4.24290008,,0.914253,0.0584734,0.28362361,0.226404,,,,15.30804688,,,,32.8726492,,53.84419109,,0.42,0.650734934,0.35393878,0.62376,,10.117926,,,5.36788,7.036,,2.13569,0.6675274,0.11025545,1.12658096,20.25487,,7.69688,,,,,,5.3449717,,,,,,,,2.5536348,7.521256,,0.355747,,,,,,,,,,,,,0.0510465,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,612,30.26399285,0.00669428,4.0352646,165.5891385,219.1036736,0.483680361,0.59713356,6.2994323,0.12013429,14.83080561,4.504203446,5.8271638,1.480674242,0.0670972,0.271538,0.1743298,,0.05167525,,16.86792186,4.7422533,0.253497975,,3.65056223,0.62245,,0.15,1.20884885,2.89250253,0.132981788,1.24706128,0.43590043,0.820072842,,,0.052069527,105.866649,0.36828,0.445045,0.0387837,0.133333,0.00800109,,,1.927165831,,0.312962,0.0319649,,0.432959,,50.69800324,,2.722463,,,,,202.5214066,243.2110022,,,0.62718141,0.26839745,0.98721,0.1944053,0,,31.5572,0.34332,4.879,,,1.704423,,0.819822771,,,3.82511,118.703592,,0,3.80835,,2.28506,,,,12.2387,,,,,8.85646,,,,,,,,1.663658,,,,,,,,,,,,,,0.13,,0.0295556,,,,,,,,,,,,,,,
Ghana,241,3.096735539,2.36858607,22.9737326,26.17380369,101.0791362,2.17111008,18.1430152,3.97601772,,0.87117496,17.94527483,64.72697251,0.91195335,,0.2979937,0.0628982,,0.00708474,0.0854009,1.341821447,1.2450997,0,,0.1788457,0,,,1.37500247,0.34166954,0.00474258,0.01679169,,,,,43.37311676,202.168526,0.28019,1.8358,,3.339653,1.47255341,,,48.09464011,,24.034603,0.0150215,1.416360769,0.16334421,0.227426,,,157.3110198,,,5.0038838,87.886352,,41.64250482,,,1.31431586,0.82702976,2.92273,0.3496598,20.601012,,46.7555,1.94336,34.336,,,5.59597,0.80758715,3.236297406,,,10.736945,,,2.10662,,,0.923704,,,,,,,,43.8274826,68.89976,,11.814038,0.458972,0.317262,,,38.7922643,,0.866605,,,,,,0.89181204,0.41857,,2.78211,0.125,,,0.22,1.43864,2.7706886,,,1.05626,0.63748,,,,1.217314,,,0.301872,,,,
Grenada,381,,,,0.00895556,0.6140208,0.502476,,,,,,0.150055,,,,,,,,,,,,,,,,,,,,,,,,0.342593518,0.005,0.00682,0.195819,,,,,,0.118424717,,0.176933,,0.0181691,0.0599272,0.0429653,0.26333895,,3.013693,5.95578,,,,,1.8154712,,,0.02491455,0.18296305,0.05753,,2.581823,,13.6508,0.05,,,,,,,,,1.15318,,,,,,0.685056,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guatemala,347,5.16310751,2.78405306,2.13184,21.96725145,68.20507928,0.52721738,0.23782,4.765348096,,26.8295115,3.688736574,1.577865,0.1562439,,1.51866552,0.385680916,,,0.00498111,23.31323155,0.0361816,,,0.00654103,,,,0.000818922,0.0333377,,,,,,,9.715476615,187.751418,0.08023,,,,0.2327118,,,23.32744237,,7.375992,,0.039425278,0.3661354,0.091969,1.532051,,,,48.2965961,,,,43.10279542,,3.286591,1.11025667,0.85052325,1.5052,0.1156706,1.39636,,,0.76124,7.878,,3.09835,,0.64050434,2.076013716,,,0.970135,,,,,,0.533021,,1.986599,,,,,,,6.50618,,0.319751,,,,,,,,,,,0.302154,,,,,,4.54031,,,,,,0.0116667,,1.6708,0.380278,,,0.08,1.92446,,,,,,,
Guinea,243,,9.24307984,1.04097,63.94011131,17.81641845,1.131668573,,0.154317,,0.0951787,0.632665107,0.83594482,0.03817307,,0.36490869,0.493917,,,0.00046345,11.24003819,3.4373024,,,0.0135338,,,,0.00696084,0.00833442,0.00293993,,,,2.71228,,1.221310256,62.867863,0.02619,4.299873,,6.073087,9.6582335,,,16.34299785,,2.353155,0.0117934,0.0532954,2.4407588,,,,165.2169891,,,95.0247,32.0684787,,81.4886462,,4.687493,1.73652222,0.3774726,0.27109,,3.418909,,,9.17372468,33.312,,2.14903,0.9195089,0.48132225,3.64948222,50.678574,,9.462778,,,,,,,,,,,,,,1.0281766,48.18899,,2.5794373,,,,,,,,,0.272662,,,,,1.25,,,,,,,0.0964286,0.0313538,0.306655,,0.01,,,,,,,,,,,,
Guinea-Bissau,244,0.00195063,,0.17506,1.88888601,0.2924037,1.04684961,0.0111325,0.0798405,18.72550255,0.0484222,0.519639556,0.0864982,,,0.247668162,0.00184863,,,,1.94642065,0.376033,,,,,,,,,,,,,,,0.30398353,0.750851,,0,,1.16,0.0317942,,,5.138826296,,0.024413,0.00644974,0.04273187,0.19556029,,,,27.63107823,,,,6.4219235,,28.19160141,,1.69871,0.87460181,0.19865125,0.1351,,0.15,,,3.79666,11.437,,0.16528,1.478256,,1.509057709,,,3.057973,,,,,,0.255,,,,,,,,2.4373252,9.78571,,,,,,,,,,,1.1743807,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0600381,
Guyana,446,,,,0.199933167,0.2910066,0.1931782,,47.7050163,,,0.0487774,2.57627098,0.0306728,,,,,,0.000332475,,,,,,,,,,,,,,,,,1.55914814,3.779908,0.07537,,,0.0666667,,,,2.82790092,,,0.0114644,0.063361345,1.6652463,0.0436504,,,8.56444591,12.9875,36.8552222,,,,3.82517662,,,0.613862109,0.06481143,0.64112,0.0436359,0.98254,,,0.35091,4.197,,,,0.41616431,,,,0.1557406,,,,,,0.119659,,,,,,,,0.0375,0.9383976,0.0144738,0.580852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Haiti,349,0.04253886,7.01544874,0.433118,41.05370218,11.56095028,2.07436538,,2.696455,0.000436583,1.0603883,22.77977265,0.56455936,0.04385273,,1.8694968,0.69961332,,,0.00147543,7.9135112,0.161313,,,,0.12879,,,,0.00833442,0.000367373,,,,,,64.52862893,228.51583,0.07323,,,0.0266667,0.05,,,22.80822188,,2.85595,0.00811377,0.5401115,0.15297104,,,,81.895588,7.97353,66.6754052,,,,57.08139846,,,1.93843314,0.76264686,0.51912,0.2088227,2.288816,,,5.02795,38.28,,,,0.80695168,3.640445439,,,1.1466,,1.08053,,,,0.743,,11.154602,,,,,,12.157218,30.08944,,5.3384844,,,,,,,,,,,,,,,,,,,,,,,0.0175132,,0.0454,,,,0.05,,,,,,,,
Honduras,351,0.09150125,1.2077006,1.06655,1.89977051,18.46523003,1.19509391,0.1502167,0.5165146,0.040347,3.426897266,22.26118303,0.4471979,1.3275933,,1.4551012,0.0655037,,,,18.54269248,0.0076816,,,0.0283428,,,,0.000818922,0.00833442,0.00253197,,,0.001410501,,,16.83740812,126.431632,0.22119,0,,0.6360203,0.1827118,,,24.23917501,,35.085657,0.00629495,0.042008094,2.3513398,,,,20.3663646,,168.2435368,,,,67.1910063,,,1.566790357,0.5176976,0.68125,0.3474628,14.975875,,,0.58572,7.535,,2.4585,,0.02944536,1.540895001,,,3.96592,,7.798915,,,,0.393415,,2.999924,,,,,,0.7585,8.12775,,0.978699,,,,,,,,,,,,,,,,,,,,,,,0.1105334,,1.41828,,,,0.16,,,,,,,,
India,645,4.589014748,1.14158406,5.8364756,285.6031449,954.0600692,17.59210346,2.557300999,13.7993639,0.40480387,5.380546864,16.55034183,430.1378833,0.96439332,0.0489369,1.03465112,1.71373264,,0.0024386,0.0171574,6.249054649,1.0106699,,,0.12015109,,,,3.999213232,7.56541239,0.0155347,,,0.119943697,0.231818,,8.685064222,179.496804,24.399,,0.597022,6.72,0.9393958,,,2699.94212,,481.428434,0.0277105,9.588270275,8.3304889,0.1430771,2681.989213,,1024.020281,,,,,2640.080109,198.5555646,,,8.99230602,0.45627322,3.92528,,2.12516,,,2.69215,121.031,,,5.0631349,0.90366846,5.349734091,,,60.42589,,1.882103,2.1548,,,54.56502,,,,163.9737,,,,120.866277,130.82552,0.18030467,275.5837396,4.811375,0.1522859,,2.6425,,0,46.08986178,3.179763,,7.52868,2.8405541,6.22341979,0.9338577,39.86282105,,0.25,12.37688,,24.36380026,12.363397,2.822025,6.326333,0.0175132,,12.379459,54.4727,,,1.65,0.156667,,,0.1118043,,,0.756745,
Indonesia,738,3.58381,2.828724747,4.67997482,16.97086554,137.1261321,0.83772425,12.3576309,48.1744291,0.05258932,2.69186817,24.14732984,43.2845799,0.97280087,0.07937075,0.0447778,0.153929787,,,,0.13774333,2.1271726,,,0.2230772,,,,,1.19181293,0.00584706,,,0.0350274,0.231818,,19.72561222,158.403564,0.07371,0,0.0704653,23.123055,0.80238218,,,664.3357301,,182.571785,0.470261,214.7090682,8.6225807,13.46927954,1658.124006,,0,,,,,2094.50249,15.87826017,,,3.88135298,0.51090036,3.39008,0.348256,,,,1.35229,38.345,,0.23827,4.6652164,0.72866743,3.365318448,320.853776,,8.780935,,3.08393,0,,,0.354594,,,,88.25245,,,,18.7260185,74.22575,,14.4263146,0.111944,,,,,1.97727,8.3279525,,,,0.211508,1.6378972,,0.688807,,,0.065,,,,,0.7145556,2.341981,,10.577536,0.559816,,,0.695,,,,,,2.85,,
Iran,540,10.89628764,0.03246391,0.446894,12.19513395,93.3262782,2.300426592,0.145413,2.500401,0.03420122,2.17636985,1.58561396,1.998081,0.05104897,,0.011779,,,0.02730586,,1.281505487,2.7696002,,,0.07017304,0.12536,,,2.937925,1.27412113,0.127217,,,0.0007657,0.231818,,0.298684069,1.386,,,0.653556,0.826667,0.00680096,0.558824,,17.51312583,,5.635155,0.0774958,0.1324419,0.914889,,0,,,,,,,,21.7462022,,,2.36496757,0.41203898,,0.2310755,0.5,,,0.35803,3.931,,0.8614,14.65222,0.43445762,1.470587915,89.2007,,,,,,,,0.386995,,1.971476,,,,,,,2.10409,,,,,,,,,,,,,0.0881284,,,,,,,,,,,,,,,0.154197,,,,,,,,,,,
Iraq,543,3.2704486,14.1824879,25.3823977,26.7736459,539.0156213,16.45929031,15.3877188,31.9655032,0.00535878,35.9570708,12.30168865,104.5088555,2.20063118,,1.72943457,2.763415,,0.0168499,,1.23547058,42.2390023,0.0335833,,2.46913317,0.3058,,0.03,3.40031767,3.45471567,0.176599,,,0.012470458,,,66.04573251,603.780513,0.03455,14.232049,2.2235976,1.29333,3.311444,,,304.4012434,,19.179369,0.0055758,23.71301535,0.0288285,1.324538,140.698666,,0,,,,,,232.1186679,,,3.191005688,0.3375053,1.19371,0.2226557,,,86.8458,0.48302,117.196,,7.07465,7.3541797,,2.624688441,,,0.2,,,,,,0.32169,,,,,,,,,,,0.903739,,,,,,,,,,,,,,,,,25.107,0.225,,,,,,,,,,,,,,,,,,,
Jamaica,354,,,0.0199571,34.93695683,0.2652616,0.0593317,,0.00545541,,0.025381,,12.7171376,,,,,,,0.00278854,0.41514652,0.0076816,,,,,,,,0.020836,,,,,,,2.833079267,24.480609,0.00682,0,,0.0533333,0.00800109,,,3.05909244,,0.243876,,0.06225793,1.64359474,0.1626261,45.10413,,,15.1861,105.0121927,,,,12.58563571,,,0.560343428,0.0289911,1.00905,0.966637,5.74754,,23.7826,0.55262,2.51,,,,1.49855171,,,,,,4.225,,,,0.471,,,,,,,,,4.27774,,,,,,,,,,,,,,,0.316396819,,,,,,,,,,0.0841798,,0.0029,,,,0.225,,,,,,,,
Jordan,549,2.812072,1.3659896,14.54119,60.56386895,581.4132557,16.33179049,7.7924346,25.30137934,0.00230941,9.923874082,18.40982617,167.8130214,2.895362985,0.291309,3.51280695,0.70167895,0.715113,0.058734451,0.0004433,2.614169017,5.3485972,0.1623195,,2.99162084,0.00506,,,10.05481377,0.66422762,0.558080536,,,0.00108474,0.333333,,72.85362097,1111.297534,34.3848,7.977804,0.5219082,37.5015756,162.818019,,,170.716238,,32.033269,0.102254,11.6684256,2.3899764,0.197886,805.26763,,18.28392,,,,,,169.4498617,22.1644314,,1.211438723,0.1529399,2.20564,0.474805,7.409733,,4.10713,0.35,104.486,169.8045,8.91217,13.9798821,,1.037846387,70.8426,,2.50935,194.073572,,,,,,,,,,,,,,,0.289315,0.3034191,0.111944,,,,,,1.4249499,0.6605617,0.5668719,,0.302154,,,,,,,0.2,,,0.05,,,,1.1418045,,4.86958,,0.42,0.101127,,,,0.0100949,,,
Kazakhstan,613,2.88903615,0.0134333,0.00686904,3.349740867,17.90354335,0.1546926,0.66690078,,,0.076914943,0.3644917,3.5902821,0.02328961,0.0361809,,0.0741773,,0.000232251,,0.157897608,22.2996953,,,0.017290976,0.00666,,,3.97473557,1.83379338,0.12156043,0.03470283,0.04570696,0.152398035,1.00321,,0.06494193,15.935288,0.42088,0,0.6001767,0.68,0.8989337,,,1.402551017,,1.906845,0.0169873,,3.98209862,,123.920487,,,,,,,318.4941534,2.55514381,,,0.642635799,0.11393539,0.61392,0.2054671,0.166508,,,0.14997,2.194,,,,0.67303866,1.112197713,2.15317,1.98107,,525.75942,,,,,3,,,,,,,,,7.236225,,,,,,,,1.64734,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kenya,248,3.53907733,13.1271037,58.13620741,162.8896418,189.996754,16.7739154,11.18083474,13.37753975,0.06813392,49.01345721,11.35753076,215.0478793,9.18727581,0.24906154,7.982382546,0.409384401,,0.0214486,0.191734,0.65628068,1.4048551,,,0.036918104,2.58019,,,2.072624926,5.92215768,0.0026063,0.01231389,,,1,0.00961684,37.63733976,692.516309,0.23604,3.20722,0.0319595,8.69921,3.95560353,,,290.0767866,,24.44723,0.136814,2.012061913,1.97735654,0.706444,0,,1494.499765,,,209.880833,88.5128818,,132.7716936,,,1.48161669,0.98608633,1.67037,0.2490456,9.2941335,,,3.16382479,63.532,,0.51101,44.8971344,1.5193576,4.347055559,,,23.34499,,,,,,0.258636,,8.008589,,,,,,36.258073,114.25484,,69.8089916,4.6633795,0.432005,0.31904,,51.056333,3.885037,17.25212508,,,0.349998,0.0881284,,3.028134071,12.66228126,9.4652816,2.6519,0.05,,,0.8725,3.35745,4.5300417,0.49733775,,7.967809,2.1296044,,0.38,0.7630956,1.066944,,,0.1118043,,,,
Kiribati,836,,,,0.00447778,,0.6919906,,,,,,0.0393111,,,,,,,0.00046345,,,,,,,,,,,,,,,,,0.090334,,,,,,0.1,,,11.56467745,,0.9335014,0.0325454,20.49700242,,10.60606442,,,7.2752261,,,,,2.76775447,2.3903939,,,0.32967007,0.01620096,0.03296,,,,,,,,,,,,,,0.145842,,,,,,,,,,,,,,0.0184314,,0.10470713,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kosovo,57,12.27871944,,0.0891753,2.562976292,33.72420424,1.487546222,,4.958747,0.034373717,16.45332791,19.66762915,8.486126,0.79783139,,0.20018,6.91940416,,0.00247173,,,5.1956565,1.105575976,0.06822542,0.40531397,0.28801,,0.07,1.255966929,0.83506926,,0.00783611,0.0026195,0.000743031,,,0.0776187,39.122983,,,0.01,4.2453,0.0662551,,,4.158381565,,0.054921,,0.11738404,,,0,,12.1708511,,,,,,156.3985691,,2.059888,0.382001187,0.1422673,,,0.66666,,,0.31685,2.505,,,2.385663,,0.739562078,,15.98051,,60.9541646,,,,,,,,,,0.06436806,,,,1.111785,,,,,,,,1.67917,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Kyrgyzstan,614,0.48156061,,0.025938,0.634286326,32.63306786,0.04491036,,0.8717341,,0.064877082,22.53899008,6.85177975,1.16874592,,0.0130606,,,,,0.13210018,24.1197217,,,0.1586014,0.03034,,,0.649335771,0.23826967,,0.07164444,0.06393151,,100.367,,0.19285708,48.096303,0.11125,0.100432,0.02,5.204645,5.7456546,2,0.1417048,27.91082718,,9.370358,0.064936,0.0285802,1.23253976,,,,48.1310301,,,,,87.60123204,37.06937307,,4.88339,0.90730459,0.26401988,0.86361,0.1548066,0.49332,,,1.21122353,7.588,,,0.5856349,0.09455157,0.906464251,16.0324,6.12066,12.28885,42.3901215,,,,,0.1425,,,,,,,,6.1717953,5.85674,,,0.111944,,,,,1.790225,,,,,,,,,,,,,,,,,,,,,,,,,,,0.1118043,,,,
Lao People's Democratic Republic,745,0.6549551,0.04232626,2.86838,9.09945516,34.22977531,0.13479211,,12.4201379,,0.0141005,21.28378698,1.45286429,5.91158804,,0.738833,24.65588725,,,,,,,,0.0411968,,,,17.2169157,0.00958458,,,,,0.556211,3.564114,1.14540552,54.318273,,0.355663,,0.0266667,,,,76.59801481,,65.088556,28.825716,24.99965485,2.3962032,5.3487093,,,100.2712825,,,,,173.8313573,48.36842164,,,2.83529856,0.25697992,0.97505,0.36322,2.833876,,,1.85419,12.682,,0.53627,,0.10174474,1.86405018,,,4.36645,,2.46403,0.80439,,,0.5993843,,,,0.837313,,,,6.5659699,4.16625,0.2594117,1.0902705,,,,,,,,,,,,,0.31904,,,,,,,,,0.035,0.120232,,0.015,0.516428,,0.2813333,,,,,,,2.008333,,
Lebanon,555,2.350662376,5.15197264,18.0167466,83.84386017,220.8270544,31.81180913,11.81816056,50.6820841,0.00977723,10.58673646,21.11548907,189.8171128,1.602579072,0.40762,4.8100802,0.97228256,0.715113,0.0976044,,11.63186828,1.0699404,0.0615695,,0.8544831,0.71908,,,1.93653675,2.2272675,0.43845,,,0.00287138,,,59.69547179,238.73892,0.00295,47.021026,0.099502,22.2217886,12.3958301,,,11.4751074,,3.74297,,25.05312654,0.18592119,,50.7731428,,,,,,,,321.1206004,41.5624842,,1.965749298,0.22122782,1.10302,0.1857811,7.752459,,,0.15059,276.385,97.8076,0.00417,29.9373,,0.962257186,29.3821,,0.543042,108.3708,,,,,0.414079,,,,,,,,,,,0.1721546,0.6306193,0.078258,0.6380805,,,,,0.2540848,0.4003566,,0.1,,,,,,,0.3,,,,,,,2.2983045,,,,0.44,,,,,,,,
Lesotho,249,0.10138804,,0.0661142,0.25055768,0.81601333,0.18426052,,0.29903723,,0.120751782,0.7414645,0.32224655,,,,,,,,,0.1858682,,,,0.02749,,,,0.00416721,0.000367373,,,,,,0.30014109,54.96174,,0,,0.133333,,,,4.588169851,,0.090652,0.0584314,0.444229941,0.1244974,0.0418431,,,40.21422058,,,0.0141089,7.5998728,,8.3872884,,0.6,0.614561255,0.56737684,1.05469,0.319195,1.996376,,,1.04749,7.842,,3.94003,,0.72279762,1.19626623,,,4.38158,,,3.27406,,,0.190935,,7.850527,,,,,,1.3524148,19.29538,,0.1000134,,,,,,,,,,,,,0.16696725,,,,,,,,,,0.01945,,0.040917,,,,,,,,,,,,
Liberia,251,,0.00859846,1.677733,0.1157939,50.73371544,0.51089812,,4.8610939,,34.6952308,0.0790742,11.9857876,0.01880667,0.5271844,4.49679261,,,,,1.32145606,0.353174,,,,,,,0.000818922,,,,,,0.231818,,0.3282219,186.037815,0.115,0.445926,,0.938465,4.450054,,,25.58910628,,0.582504,0.0307298,0.3374976,3.240622,,,,108.3685232,,,0.048771,41.8217717,,40.94365203,,7.446381,1.26213678,0.30397229,0.38572,0.135646,0.633902,,,7.29863,19.125,,4.6636,7.63678,0.42741881,2.182756144,,,3.221691,,,,,,0.991815,,,,,,,,14.257739,15.83199,,1.7137337,,,,,1.22498,,,,,,,,1.81939205,,,,0.02,,,,,,0.091015,,0.0379,,,,,,,,,,,,
Libya,133,2.6002258,1.4871873,6.38511733,5.182540373,32.73992985,17.54138396,7.6682,4.091557,,5.083642651,7.833535359,20.97142888,0.78392,,0.04924547,1.1970293,,,0.03627,0.72167464,0.6271562,,0.00236,1.08654,,,,0.0171974,0.079177,0.0272528,0.0559722,,,,,2.73353794,64.392466,,,0.0288219,1.45333,0.9529,,,3.238149639,,1.731518,0.00584024,,,,,,,,,,,,84.86120193,,2.05351,2.230926377,0.00170318,0.89908,0.1322907,,,,0.16013,21.379,,7.64799,2.5,,2.339503681,,,,,,,,,0.12,,3.758395,,,,,,,,,,1.11944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Madagascar,252,0.048422017,2.28282408,0.285485,78.98321839,35.06589052,3.16920959,,9.09324364,,0.650388,3.126905437,7.43885994,0.2093114,,0.03022388,0.45297889,,,0.0836032,0.139678314,0.460893,,,,,,,0.01186405,0.03708023,0.0048186,,,,9.89159,,2.238581092,108.394196,0.02619,0,,3.19143,1.97594126,,,32.54508081,,3.603841,0.0709471,0.367799202,3.6648425,,,,210.8881329,,,0,33.39986642,,74.49560827,,3.359361,0.696808545,0.79829342,1.49958,0.429936,4.8772678,,44.7659,10.96344435,39.063,,10.53972,,0.41947682,4.209394921,,,26.78676,,,,,,3.3,,4.998912,,,,,,15.6540005,13.20425,,0.241026,,,,,,,,,,,,,0,,,,2.281,,,,0.0214286,,,,,2.239175,,,,,,,,,,,
Malawi,253,0.06423296,7.32230024,7.31255,0.07921373,66.11068222,0.43057943,,56.57876739,0.052024,3.840237733,0.82064607,103.9858163,0.971592078,8.83347947,24.7336643,0.956409004,,,0.00101758,0.14572501,0.230447,,,,,,,0.000409461,0.03042066,0.0158841,,,,0.282348,,9.398750197,269.661935,,2.025199,,6.985587,1.85545006,,,50.84223906,,2.984901,0.101058,1.407782059,0.886218,0.30421,,,156.2387602,,,0.0339135,40.2957124,,130.8742751,,,0.65687242,0.1211634,1.61763,0.3760495,6.79049777,,,10.49867,51.429,,2.76575,7.82738,0.81592021,2.730412389,,,18.20836,,,2.50233,,,3.371341,,13.3524768,,,,,,18.6390972,162.6921,,15.6498857,1.466468,0.951787,,,4.678216,,,,,,,,4.047127026,0.3052754,,2.5068,4,,,,1.36364,,0.09695,,0.355467,9.003176,,0.293,,,,,,,,,
